#################################################################
#APDM Input Graph, this input graph includes 3 sections:
#section1 : general information
#section2 : nodes
#section3 : edges
#section4 : trueSubGraph (Optional)
#
#if nodes haven't information set weight to null
#################################################################
SECTION1 (General Information)
98 5.261087 3.8840099191325845
99 5.021564 6.168235662746806
END
#################################################################
SECTION3 (Edges Information)
EndPoint0 EndPoint1 Weight
0 1 1.000000
0 9 1.000000
0 10 1.000000
0 90 1.000000
1 0 1.000000
1 2 1.000000
1 11 1.000000
1 91 1.000000
2 1 1.000000
2 3 1.000000
2 12 1.000000
2 92 1.000000
3 2 1.000000
3 4 1.000000
3 13 1.000000
3 93 1.000000
4 3 1.000000
4 5 1.000000
4 14 1.000000
4 94 1.000000
5 4 1.000000
5 6 1.000000
5 15 1.000000
5 95 1.000000
6 5 1.000000
6 7 1.000000
6 16 1.000000
6 96 1.000000
7 6 1.000000
7 8 1.000000
7 17 1.000000
7 97 1.000000
8 7 1.000000
8 9 1.000000
8 18 1.000000
8 98 1.000000
9 0 1.000000
9 8 1.000000
9 19 1.000000
9 99 1.000000
10 0 1.000000
10 11 1.000000
10 19 1.000000
10 20 1.000000
11 1 1.000000
11 10 1.000000
11 12 1.000000
11 21 1.000000
12 2 1.000000
12 11 1.000000
12 13 1.000000
12 22 1.000000
13 3 1.000000
13 12 1.000000
13 14 1.000000
13 23 1.000000
14 4 1.000000
14 13 1.000000
14 15 1.000000
14 24 1.000000
15 5 1.000000
15 14 1.000000
15 16 1.000000
15 25 1.000000
16 6 1.000000
16 15 1.000000
16 17 1.000000
16 26 1.000000
17 7 1.000000
17 16 1.000000
17 18 1.000000
17 27 1.000000
18 8 1.000000
18 17 1.000000
18 19 1.000000
18 28 1.000000
19 9 1.000000
19 10 1.000000
19 18 1.000000
19 29 1.000000
20 10 1.000000
20 21 1.000000
20 29 1.000000
20 30 1.000000
21 11 1.000000
21 20 1.000000
21 22 1.000000
21 31 1.000000
22 12 1.000000
22 21 1.000000
22 23 1.000000
22 32 1.000000
23 13 1.000000
23 22 1.000000
23 24 1.000000
23 33 1.000000
24 14 1.000000
24 23 1.000000
24 25 1.000000
24 34 1.000000
25 15 1.000000
25 24 1.000000
25 26 1.000000
25 35 1.000000
26 16 1.000000
26 25 1.000000
26 27 1.000000
26 36 1.000000
27 17 1.000000
27 26 1.000000
27 28 1.000000
27 37 1.000000
28 18 1.000000
28 27 1.000000
28 29 1.000000
28 38 1.000000
29 19 1.000000
29 20 1.000000
29 28 1.000000
29 39 1.000000
30 20 1.000000
30 31 1.000000
30 39 1.000000
30 40 1.000000
31 21 1.000000
31 30 1.000000
31 32 1.000000
31 41 1.000000
32 22 1.000000
32 31 1.000000
32 33 1.000000
32 42 1.000000
33 23 1.000000
33 32 1.000000
33 34 1.000000
33 43 1.000000
34 24 1.000000
34 33 1.000000
34 35 1.000000
34 44 1.000000
35 25 1.000000
35 34 1.000000
35 36 1.000000
35 45 1.000000
36 26 1.000000
36 35 1.000000
36 37 1.000000
36 46 1.000000
37 27 1.000000
37 36 1.000000
37 38 1.000000
37 47 1.000000
38 28 1.000000
38 37 1.000000
38 39 1.000000
38 48 1.000000
39 29 1.000000
39 30 1.000000
39 38 1.000000
39 49 1.000000
40 30 1.000000
40 41 1.000000
40 49 1.000000
40 50 1.000000
41 31 1.000000
41 40 1.000000
41 42 1.000000
41 51 1.000000
42 32 1.000000
42 41 1.000000
42 43 1.000000
42 52 1.000000
43 33 1.000000
43 42 1.000000
43 44 1.000000
43 53 1.000000
44 34 1.000000
44 43 1.000000
44 45 1.000000
44 54 1.000000
45 35 1.000000
45 44 1.000000
45 46 1.000000
45 55 1.000000
46 36 1.000000
46 45 1.000000
46 47 1.000000
46 56 1.000000
47 37 1.000000
47 46 1.000000
47 48 1.000000
47 57 1.000000
48 38 1.000000
48 47 1.000000
48 49 1.000000
48 58 1.000000
49 39 1.000000
49 40 1.000000
49 48 1.000000
49 59 1.000000
50 40 1.000000
50 51 1.000000
50 59 1.000000
50 60 1.000000
51 41 1.000000
51 50 1.000000
51 52 1.000000
51 61 1.000000
52 42 1.000000
52 51 1.000000
52 53 1.000000
52 62 1.000000
53 43 1.000000
53 52 1.000000
53 54 1.000000
53 63 1.000000
54 44 1.000000
54 53 1.000000
54 55 1.000000
54 64 1.000000
55 45 1.000000
55 54 1.000000
55 56 1.000000
55 65 1.000000
56 46 1.000000
56 55 1.000000
56 57 1.000000
56 66 1.000000
57 47 1.000000
57 56 1.000000
57 58 1.000000
57 67 1.000000
58 48 1.000000
58 57 1.000000
58 59 1.000000
58 68 1.000000
59 49 1.000000
59 50 1.000000
59 58 1.000000
59 69 1.000000
60 50 1.000000
60 61 1.000000
60 69 1.000000
60 70 1.000000
61 51 1.000000
61 60 1.000000
61 62 1.000000
61 71 1.000000
62 52 1.000000
62 61 1.000000
62 63 1.000000
62 72 1.000000
63 53 1.000000
63 62 1.000000
63 64 1.000000
63 73 1.000000
64 54 1.000000
64 63 1.000000
64 65 1.000000
64 74 1.000000
65 55 1.000000
65 64 1.000000
65 66 1.000000
65 75 1.000000
66 56 1.000000
66 65 1.000000
66 67 1.000000
66 76 1.000000
67 57 1.000000
67 66 1.000000
67 68 1.000000
67 77 1.000000
68 58 1.000000
68 67 1.000000
68 69 1.000000
68 78 1.000000
69 59 1.000000
69 60 1.000000
69 68 1.000000
69 79 1.000000
70 60 1.000000
70 71 1.000000
70 79 1.000000
70 80 1.000000
71 61 1.000000
71 70 1.000000
71 72 1.000000
71 81 1.000000
72 62 1.000000
72 71 1.000000
72 73 1.000000
72 82 1.000000
73 63 1.000000
73 72 1.000000
73 74 1.000000
73 83 1.000000
74 64 1.000000
74 73 1.000000
74 75 1.000000
74 84 1.000000
75 65 1.000000
75 74 1.000000
75 76 1.000000
75 85 1.000000
76 66 1.000000
76 75 1.000000
76 77 1.000000
76 86 1.000000
77 67 1.000000
77 76 1.000000
77 78 1.000000
77 87 1.000000
78 68 1.000000
78 77 1.000000
78 79 1.000000
78 88 1.000000
79 69 1.000000
79 70 1.000000
79 78 1.000000
79 89 1.000000
80 70 1.000000
80 81 1.000000
80 89 1.000000
80 90 1.000000
81 71 1.000000
81 80 1.000000
81 82 1.000000
81 91 1.000000
82 72 1.000000
82 81 1.000000
82 83 1.000000
82 92 1.000000
83 73 1.000000
83 82 1.000000
83 84 1.000000
83 93 1.000000
84 74 1.000000
84 83 1.000000
84 85 1.000000
84 94 1.000000
85 75 1.000000
85 84 1.000000
85 86 1.000000
85 95 1.000000
86 76 1.000000
86 85 1.000000
86 87 1.000000
86 96 1.000000
87 77 1.000000
87 86 1.000000
87 88 1.000000
87 97 1.000000
88 78 1.000000
88 87 1.000000
88 89 1.000000
88 98 1.000000
89 79 1.000000
89 80 1.000000
89 88 1.000000
89 99 1.000000
90 0 1.000000
90 80 1.000000
90 91 1.000000
90 99 1.000000
91 1 1.000000
91 81 1.000000
91 90 1.000000
91 92 1.000000
92 2 1.000000
92 82 1.000000
92 91 1.000000
92 93 1.000000
93 3 1.000000
93 83 1.000000
93 92 1.000000
93 94 1.000000
94 4 1.000000
94 84 1.000000
94 93 1.000000
94 95 1.000000
95 5 1.000000
95 85 1.000000
95 94 1.000000
95 96 1.000000
96 6 1.000000
96 86 1.000000
96 95 1.000000
96 97 1.000000
97 7 1.000000
97 87 1.000000
97 96 1.000000
97 98 1.000000
98 8 1.000000
98 88 1.000000
98 97 1.000000
98 99 1.000000
99 9 1.000000
99 89 1.000000
99 90 1.000000
99 98 1.000000
END
#################################################################
SECTION4 (TrueSubGraph Information)
EndPoint0 EndPoint1 Weight
44 34 1.0
34 35 1.0
35 36 1.0
36 46 1.0
46 45 1.0
45 55 1.0
55 65 1.0
65 66 1.0
66 56 1.0
56 57 1.0
57 67 1.0
67 77 1.0
77 87 1.0
87 88 1.0
88 78 1.0
78 79 1.0
79 70 1.0
70 80 1.0
80 81 1.0
END
#################################################################
